k,P_success,P_nobody,P_notbest, 理論式 P_success, 理論式 P_nobody, 理論式 P_notbest
128,0.01,0.002,0.988, 0.008530933167583122, 0.00128, 0.9901890668324169
129,0.016,0.003,0.981, 0.008587502957954862, 0.00129, 0.9901224970420451
130,0.015,0.001,0.984, 0.008643995228946766, 0.0013, 0.9900560047710533
131,0.007,0.003,0.99, 0.00870041057686174, 0.00131, 0.9899895894231382
132,0.012,0.0,0.988, 0.008756749588898851, 0.00132, 0.9899232504111012
133,0.006,0.0,0.994, 0.00881301284336021, 0.00133, 0.9898569871566397
134,0.009,0.001,0.99, 0.008869200909851637, 0.00134, 0.9897907990901483
135,0.007,0.001,0.992, 0.008925314349477395, 0.00135, 0.9897246856505226
136,0.012,0.002,0.986, 0.008981353715029079, 0.00136, 0.9896586462849709
137,0.01,0.0,0.99, 0.009037319551169001, 0.00137, 0.989592680448831
138,0.011,0.002,0.987, 0.009093212394608188, 0.00138, 0.9895267876053918
139,0.005,0.002,0.993, 0.00914903277427926, 0.00139, 0.9894609672257207
140,0.012,0.001,0.987, 0.009204781211504283, 0.0014, 0.9893952187884958
141,0.005,0.001,0.994, 0.009260458220157882, 0.00141, 0.9893295417798421
142,0.012,0.001,0.987, 0.009316064306825675, 0.00142, 0.9892639356931744
143,0.009,0.001,0.99, 0.00937159997095825, 0.00143, 0.9891984000290417
144,0.007,0.001,0.992, 0.0094270657050209, 0.00144, 0.9891329342949791
145,0.01,0.0,0.99, 0.009482461994639103, 0.00145, 0.989067538005361
146,0.008,0.0,0.992, 0.009537789318740069, 0.00146, 0.9890022106812599
147,0.006,0.0,0.994, 0.009593048149690338, 0.00147, 0.9889369518503097
148,0.006,0.002,0.992, 0.009648238953429727, 0.00148, 0.9888717610465703
149,0.006,0.001,0.993, 0.00970336218960155, 0.00149, 0.9888066378103985
150,0.008,0.002,0.99, 0.009758418311679411, 0.0015, 0.9887415816883206
151,0.013,0.001,0.986, 0.00981340776709061, 0.00151, 0.9886765922329094
152,0.013,0.002,0.985, 0.009868330997336236, 0.00152, 0.9886116690026638
153,0.011,0.002,0.987, 0.009923188438108183, 0.00153, 0.9885468115618918
154,0.012,0.0,0.988, 0.009977980519403006, 0.00154, 0.988482019480597
155,0.005,0.0,0.995, 0.010032707665632896, 0.00155, 0.988417292334367
156,0.013,0.001,0.986, 0.010087370295733753, 0.00156, 0.9883526297042663
157,0.013,0.002,0.985, 0.010141968823270509, 0.00157, 0.9882880311767295
158,0.011,0.001,0.988, 0.010196503656539747, 0.00158, 0.9882234963434602
159,0.014,0.0,0.986, 0.01025097519866975, 0.00159, 0.9881590248013302
160,0.008,0.002,0.99, 0.010305383847717994, 0.0016, 0.988094616152282
161,0.016,0.001,0.983, 0.01035972999676623, 0.00161, 0.9880302700032337
162,0.007,0.0,0.993, 0.01041401403401322, 0.00162, 0.9879659859659868
163,0.009,0.001,0.99, 0.01046823634286515, 0.00163, 0.9879017636571348
164,0.013,0.002,0.985, 0.010522397302023836, 0.00164, 0.9878376026979762
165,0.013,0.001,0.986, 0.010576497285572759, 0.00165, 0.9877735027144272
166,0.007,0.001,0.992, 0.010630536663061069, 0.00166, 0.987709463336939
167,0.007,0.001,0.992, 0.01068451579958554, 0.00167, 0.9876454842004145
168,0.015,0.002,0.983, 0.010738435055870488, 0.00168, 0.9875815649441295
169,0.015,0.001,0.984, 0.010792294788345907, 0.00169, 0.9875177052116542
170,0.007,0.002,0.991, 0.0108460953492237, 0.0017, 0.9874539046507763
171,0.009,0.003,0.988, 0.010899837086572075, 0.00171, 0.987390162913428
172,0.009,0.0,0.991, 0.01095352034438828, 0.00172, 0.9873264796556117
173,0.014,0.001,0.985, 0.011007145462669605, 0.00173, 0.9872628545373304
174,0.013,0.002,0.985, 0.011060712777482728, 0.00174, 0.9871992872225173
175,0.011,0.001,0.988, 0.011114222621031476, 0.00175, 0.9871357773789685
176,0.013,0.001,0.986, 0.011167675321723077, 0.00176, 0.987072324678277
177,0.01,0.002,0.988, 0.011221071204232864, 0.00177, 0.9870089287957671
178,0.01,0.003,0.987, 0.01127441058956751, 0.00178, 0.9869455894104325
179,0.016,0.005,0.979, 0.011327693795126874, 0.00179, 0.9868823062048732
180,0.012,0.0,0.988, 0.011380921134764464, 0.0018, 0.9868190788652356
181,0.013,0.003,0.984, 0.011434092918846481, 0.00181, 0.9867559070811536
182,0.012,0.002,0.986, 0.011487209454309722, 0.00182, 0.9866927905456903
183,0.013,0.002,0.985, 0.011540271044718014, 0.00183, 0.986629728955282
184,0.015,0.002,0.983, 0.011593277990317572, 0.00184, 0.9865667220096824
185,0.008,0.001,0.991, 0.011646230588091036, 0.00185, 0.986503769411909
186,0.011,0.001,0.988, 0.01169912913181045, 0.0018600000000000001, 0.9864408708681895
187,0.006,0.001,0.993, 0.011751973912089007, 0.00187, 0.9863780260879109
188,0.01,0.008,0.982, 0.011804765216431725, 0.00188, 0.9863152347835683
189,0.014,0.001,0.985, 0.011857503329285079, 0.00189, 0.986252496670715
