k,P_success,P_nobody,P_notbest, 理論式 P_success, 理論式 P_nobody, 理論式 P_notbest
61,0.168,0.065,0.767, 0.17101956624245362, 0.061, 0.7679804337575464
62,0.163,0.068,0.769, 0.1728067722464283, 0.062, 0.7651932277535717
63,0.163,0.071,0.766, 0.1745778492181449, 0.063, 0.7624221507818552
64,0.181,0.061,0.758, 0.17633305317398845, 0.064, 0.7596669468260115
65,0.178,0.066,0.756, 0.17807263212983204, 0.065, 0.756927367870168
66,0.189,0.056,0.755, 0.17979682647029105, 0.066, 0.7542031735297089
67,0.168,0.065,0.767, 0.18150586929559845, 0.067, 0.7514941307044016
68,0.174,0.059,0.767, 0.18319998674777155, 0.068, 0.7488000132522283
69,0.193,0.068,0.739, 0.18487939831759176, 0.069, 0.7461206016824082
70,0.168,0.076,0.756, 0.18654431713378875, 0.07, 0.7434556828662112
71,0.19,0.069,0.741, 0.18819495023570001, 0.071, 0.7408050497643001
72,0.181,0.07,0.749, 0.18983149883056907, 0.072, 0.738168501169431
73,0.184,0.073,0.743, 0.19145415853654926, 0.073, 0.7355458414634508
74,0.201,0.072,0.727, 0.1930631196123924, 0.074, 0.7329368803876076
75,0.214,0.071,0.715, 0.19465856717472202, 0.075, 0.730341432825278
76,0.193,0.07,0.737, 0.19624068140371825, 0.076, 0.7277593185962818
77,0.214,0.072,0.714, 0.19780963773797774, 0.077, 0.7251903622620223
78,0.216,0.079,0.705, 0.1993656070592502, 0.078, 0.7226343929407498
79,0.209,0.087,0.704, 0.20090875586770215, 0.079, 0.7200912441322979
80,0.203,0.076,0.721, 0.20243924644830594, 0.08, 0.7175607535516941
81,0.206,0.092,0.702, 0.20395723702890975, 0.081, 0.7150427629710903
82,0.209,0.084,0.707, 0.20546288193050125, 0.082, 0.7125371180694988
83,0.201,0.08,0.719, 0.20695633171014155, 0.083, 0.7100436682898585
84,0.195,0.071,0.734, 0.20843773329701076, 0.084, 0.7075622667029893
85,0.198,0.088,0.714, 0.20990723012197524, 0.085, 0.7050927698780248
86,0.215,0.08,0.705, 0.21136496224105725, 0.086, 0.7026350377589428
87,0.214,0.086,0.7, 0.21281106645316258, 0.087, 0.7001889335468374
88,0.228,0.098,0.674, 0.21424567641239434, 0.088, 0.6977543235876057
89,0.193,0.101,0.706, 0.21566892273526247, 0.089, 0.6953310772647375
90,0.204,0.083,0.713, 0.21708093310307436, 0.09, 0.6929190668969256
91,0.201,0.092,0.707, 0.2184818323597752, 0.091, 0.6905181676402248
92,0.23,0.084,0.686, 0.21987174260548706, 0.092, 0.688128257394513
93,0.215,0.094,0.691, 0.22125078328598152, 0.093, 0.6857492167140185
94,0.209,0.09,0.701, 0.22261907127830383, 0.094, 0.6833809287216962
95,0.237,0.089,0.674, 0.22397672097275384, 0.095, 0.6810232790272461
96,0.219,0.086,0.695, 0.22532384435141437, 0.096, 0.6786761556485856
97,0.23,0.093,0.677, 0.22666055106340824, 0.097, 0.6763394489365918
98,0.235,0.08,0.685, 0.2279869484970516, 0.098, 0.6740130515029484
99,0.227,0.09,0.683, 0.22930314184906236, 0.099, 0.6716968581509377
100,0.221,0.105,0.674, 0.2306092341909722, 0.1, 0.6693907658090278
101,0.248,0.095,0.657, 0.23190532653288196, 0.101, 0.667094673467118
102,0.232,0.096,0.672, 0.23319151788469258, 0.102, 0.6648084821153074
103,0.225,0.097,0.678, 0.23446790531493472, 0.103, 0.6625320946850652
104,0.252,0.1,0.648, 0.23573458400731273, 0.104, 0.6602654159926873
105,0.228,0.108,0.664, 0.23699164731507535, 0.105, 0.6580083526849246
106,0.237,0.101,0.662, 0.23823918681331407, 0.106, 0.6557608131866859
107,0.262,0.096,0.642, 0.23947729234928858, 0.107, 0.6535227076507114
108,0.233,0.112,0.655, 0.24070605209087081, 0.108, 0.6512939479091292
109,0.236,0.104,0.66, 0.24192555257319368, 0.109, 0.6490744474268063
110,0.245,0.083,0.672, 0.24313587874358997, 0.11, 0.64686412125641
111,0.224,0.131,0.645, 0.24433711400489536, 0.111, 0.6446628859951047
112,0.254,0.108,0.638, 0.24552934025719172, 0.112, 0.6424706597428083
113,0.245,0.116,0.639, 0.2467126379380596, 0.113, 0.6402873620619405
114,0.229,0.115,0.656, 0.24788708606140533, 0.114, 0.6381129139385947
115,0.239,0.112,0.649, 0.24905276225492645, 0.115, 0.6359472377450736
116,0.248,0.124,0.628, 0.25020974279627367, 0.116, 0.6337902572037264
117,0.265,0.121,0.614, 0.2513581026479657, 0.117, 0.6316418973520344
118,0.267,0.106,0.627, 0.2524979154911106, 0.118, 0.6295020845088894
119,0.235,0.122,0.643, 0.2536292537579844, 0.119, 0.6273707462420156
120,0.278,0.12,0.602, 0.2547521886635137, 0.12, 0.6252478113364863
121,0.243,0.122,0.635, 0.25586679023570963, 0.121, 0.6231332097642903
122,0.244,0.126,0.63, 0.2569731273450957, 0.122, 0.6210268726549043
123,0.27,0.143,0.587, 0.2580712677331703, 0.123, 0.6189287322668298
124,0.247,0.127,0.626, 0.25916127803994404, 0.124, 0.616838721960056
125,0.263,0.131,0.606, 0.2602432238305888, 0.125, 0.6147567761694113
126,0.259,0.124,0.617, 0.2613171696212335, 0.126, 0.6126828303787665
127,0.262,0.135,0.603, 0.2623831789039418, 0.127, 0.6106168210960582
128,0.273,0.113,0.614, 0.26344131417090205, 0.128, 0.6085586858290979
129,0.264,0.126,0.61, 0.26449163693786215, 0.129, 0.6065083630621378
130,0.251,0.139,0.61, 0.26553420776683784, 0.13, 0.6044657922331622
131,0.289,0.109,0.602, 0.2665690862881212, 0.131, 0.6024309137118788
132,0.293,0.109,0.598, 0.26759633122161824, 0.132, 0.6004036687783818
133,0.244,0.133,0.623, 0.2686160003975397, 0.133, 0.5983839996024602
134,0.255,0.159,0.586, 0.2696281507764685, 0.134, 0.5963718492235315
135,0.285,0.141,0.574, 0.2706328384688302, 0.135, 0.5943671615311699
136,0.25,0.17,0.58, 0.27163011875378457, 0.136, 0.5923698812462155
137,0.27,0.16,0.57, 0.2726200460975624, 0.137, 0.5903799539024376
138,0.278,0.134,0.588, 0.2736026741712672, 0.138, 0.5883973258287327
139,0.255,0.149,0.596, 0.2745780558681605, 0.139, 0.5864219441318395
140,0.284,0.135,0.581, 0.27554624332044947, 0.14, 0.5844537566795505
141,0.287,0.146,0.567, 0.2765072879155955, 0.141, 0.5824927120844046
142,0.257,0.146,0.597, 0.27746124031215996, 0.142, 0.58053875968784
143,0.286,0.132,0.582, 0.27840815045520334, 0.143, 0.5785918495447966
144,0.267,0.134,0.599, 0.27934806759125375, 0.144, 0.5766519324087462
145,0.288,0.159,0.553, 0.2802810402828597, 0.145, 0.5747189597171403
146,0.278,0.147,0.575, 0.28120711642274143, 0.146, 0.5727928835772585
147,0.299,0.155,0.546, 0.28212634324755476, 0.147, 0.5708736567524453
148,0.303,0.126,0.571, 0.28303876735127964, 0.148, 0.5689612326487203
149,0.296,0.146,0.558, 0.2839444346982477, 0.149, 0.5670555653017523
150,0.282,0.154,0.564, 0.28484339063581987, 0.15, 0.5651566093641801
151,0.297,0.169,0.534, 0.2857356799067253, 0.151, 0.5632643200932747
152,0.296,0.154,0.55, 0.28662134666107447, 0.152, 0.5613786533389256
153,0.273,0.137,0.59, 0.2875004344680552, 0.153, 0.5594995655319448
154,0.31,0.155,0.535, 0.2883729863273235, 0.154, 0.5576270136726764
155,0.287,0.157,0.556, 0.28923904468009837, 0.155, 0.5557609553199017
156,0.287,0.142,0.571, 0.2900986514199699, 0.156, 0.5539013485800302
157,0.275,0.15,0.575, 0.29095184790343126, 0.157, 0.5520481520965688
158,0.317,0.149,0.534, 0.291798674960141, 0.158, 0.550201325039859
159,0.285,0.153,0.562, 0.2926391729029268, 0.159, 0.5483608270970732
160,0.262,0.175,0.563, 0.2934733815375363, 0.16, 0.5465266184624636
161,0.294,0.165,0.541, 0.294301340172146, 0.161, 0.544698659827854
162,0.289,0.166,0.545, 0.2951230876266313, 0.162, 0.5428769123733687
163,0.286,0.198,0.516, 0.2959386622416106, 0.163, 0.5410613377583894
164,0.323,0.157,0.52, 0.2967481018872646, 0.164, 0.5392518981127354
165,0.287,0.176,0.537, 0.297551443971943, 0.165, 0.537448556028057
166,0.263,0.161,0.576, 0.2983487254505609, 0.166, 0.5356512745494391
167,0.322,0.18,0.498, 0.2991399828327932, 0.167, 0.5338600171672068
168,0.283,0.173,0.544, 0.2999252521910734, 0.168, 0.5320747478089265
169,0.31,0.173,0.517, 0.30070456916840127, 0.169, 0.5302954308315987
170,0.313,0.173,0.514, 0.3014779689859657, 0.17, 0.5285220310140343
171,0.294,0.17,0.536, 0.302245486450589, 0.171, 0.5267545135494109
172,0.306,0.164,0.53, 0.30300715596199596, 0.172, 0.5249928440380041
173,0.297,0.184,0.519, 0.3037630115199146, 0.173, 0.5232369884800854
174,0.305,0.173,0.522, 0.3045130867310123, 0.174, 0.5214869132689878
175,0.307,0.187,0.506, 0.3052574148156733, 0.175, 0.5197425851843267
176,0.272,0.18,0.548, 0.30599602861462, 0.176, 0.5180039713853801
177,0.302,0.18,0.518, 0.3067289605953849, 0.177, 0.516271039404615
178,0.308,0.154,0.538, 0.30745624285863565, 0.178, 0.5145437571413645
179,0.325,0.179,0.496, 0.3081779071443584, 0.179, 0.5128220928556415
180,0.313,0.195,0.492, 0.30889398483790226, 0.18, 0.5111060151620979
181,0.314,0.154,0.532, 0.3096045069758906, 0.181, 0.5093954930241094
182,0.291,0.181,0.528, 0.31030950425200055, 0.182, 0.5076904957479995
183,0.285,0.216,0.499, 0.3110090070226159, 0.183, 0.505990992977384
184,0.323,0.183,0.494, 0.31170304531235704, 0.184, 0.504296954687643
185,0.325,0.161,0.514, 0.3123916488194894, 0.185, 0.5026083511805106
186,0.305,0.171,0.524, 0.3130748469212164, 0.186, 0.5009251530787837
187,0.303,0.17,0.527, 0.3137526686788573, 0.187, 0.49924733132114263
188,0.3,0.212,0.488, 0.31442514284291545, 0.188, 0.4975748571570846
189,0.309,0.199,0.492, 0.3150922978580374, 0.189, 0.49590770214196256
190,0.318,0.174,0.508, 0.31575416186786825, 0.19, 0.4942458381321318
191,0.33,0.204,0.466, 0.3164107627198044, 0.191, 0.49258923728019555
192,0.32,0.207,0.473, 0.3170621279696462, 0.192, 0.49093787203035383
193,0.302,0.184,0.514, 0.3177082848861549, 0.193, 0.48929171511384506
194,0.298,0.202,0.5, 0.3183492604555131, 0.194, 0.48765073954448696
195,0.311,0.177,0.512, 0.31898508138569615, 0.195, 0.4860149186143038
196,0.316,0.175,0.509, 0.319615774110751, 0.196, 0.48438422588924906
197,0.298,0.192,0.51, 0.32024136479498955, 0.197, 0.4827586352050104
198,0.318,0.203,0.479, 0.3208618793370961, 0.198, 0.48113812066290396
199,0.333,0.211,0.456, 0.3214773433741522, 0.199, 0.47952265662584775
200,0.331,0.191,0.478, 0.3220877822855801, 0.2, 0.47791221771441994
201,0.324,0.208,0.468, 0.32269322119700794, 0.201, 0.476306778802992
202,0.301,0.205,0.494, 0.32329368498405775, 0.202, 0.4747063150159423
203,0.343,0.204,0.453, 0.323889198276058, 0.203, 0.47311080172394193
204,0.317,0.217,0.466, 0.3244797854596839, 0.204, 0.4715202145403161
205,0.331,0.168,0.501, 0.32506547068252556, 0.205, 0.4699345293174745
206,0.335,0.193,0.472, 0.3256462778565866, 0.206, 0.4683537221434134
207,0.342,0.202,0.456, 0.32622223066171574, 0.207, 0.4667777693382843
208,0.313,0.199,0.488, 0.3267933525489704, 0.208, 0.46520664745102963
209,0.312,0.223,0.465, 0.32735966674391737, 0.209, 0.46364033325608267
210,0.316,0.254,0.43, 0.3279211962498691, 0.21, 0.46207880375013094
211,0.332,0.198,0.47, 0.32847796385105893, 0.211, 0.4605220361489411
212,0.316,0.2,0.484, 0.3290299921157559, 0.212, 0.45897000788424414
213,0.341,0.185,0.474, 0.3295773033993208, 0.213, 0.45742269660067925
214,0.338,0.215,0.447, 0.3301199198472049, 0.214, 0.45588008015279513
215,0.333,0.221,0.446, 0.3306578633978927, 0.215, 0.4543421366021073
216,0.33,0.194,0.476, 0.33119115578578995, 0.216, 0.4528088442142101
217,0.346,0.226,0.428, 0.33171981854405747, 0.217, 0.45128018145594256
218,0.306,0.233,0.461, 0.33224387300739416, 0.218, 0.44975612699260586
219,0.342,0.191,0.467, 0.33276334031476756, 0.219, 0.44823665968523246
220,0.353,0.229,0.418, 0.3332782414120952, 0.22, 0.4467217585879048
221,0.358,0.202,0.44, 0.33378859705487746, 0.221, 0.44521140294512257
222,0.294,0.216,0.49, 0.3342944278107819, 0.222, 0.44370557218921813
223,0.333,0.236,0.431, 0.33479575406218176, 0.223, 0.44220424593781826
224,0.364,0.204,0.432, 0.3352925960086489, 0.224, 0.4407074039913511
225,0.356,0.221,0.423, 0.33578497366940174, 0.225, 0.4392150263305983
226,0.35,0.214,0.436, 0.3362729068857102, 0.226, 0.4377270931142898
227,0.344,0.236,0.42, 0.33675641532325756, 0.227, 0.43624358467674246
228,0.322,0.226,0.452, 0.33723551847446137, 0.228, 0.43476448152553865
229,0.305,0.226,0.469, 0.3377102356607528, 0.229, 0.4332897643392472
230,0.334,0.253,0.413, 0.3381805860348172, 0.23, 0.4318194139651828
231,0.337,0.219,0.444, 0.3386465885827946, 0.231, 0.4303534114172054
232,0.321,0.241,0.438, 0.3391082621264431, 0.232, 0.4288917378735569
233,0.33,0.214,0.456, 0.339565625325264, 0.233, 0.427434374674736
234,0.321,0.238,0.441, 0.3400186966785913, 0.234, 0.4259813033214087
235,0.355,0.224,0.421, 0.34046749452764513, 0.235, 0.4245325054723549
236,0.331,0.239,0.43, 0.3409120370575501, 0.236, 0.42308796294244994
237,0.358,0.239,0.403, 0.3413523422993194, 0.237, 0.42164765770068063
238,0.342,0.249,0.409, 0.34178842813180593, 0.238, 0.4202115718681941
239,0.335,0.221,0.444, 0.34222031228362015, 0.239, 0.41877968771637986
240,0.341,0.242,0.417, 0.3426480123350161, 0.24, 0.41735198766498394
241,0.341,0.232,0.427, 0.3430715457197454, 0.241, 0.4159284542802546
242,0.364,0.224,0.412, 0.3434909297268813, 0.242, 0.41450907027311873
243,0.347,0.264,0.389, 0.3439061815026122, 0.243, 0.4130938184973878
244,0.332,0.239,0.429, 0.34431731805200566, 0.244, 0.41168268194799434
245,0.35,0.255,0.395, 0.3447243562407434, 0.245, 0.4102756437592566
246,0.348,0.23,0.422, 0.34512731279682807, 0.246, 0.40887268720317194
247,0.362,0.255,0.383, 0.3455262043122622, 0.247, 0.4074737956877378
248,0.356,0.227,0.417, 0.3459210472447006, 0.248, 0.4060789527552994
249,0.314,0.237,0.449, 0.3463118579190743, 0.249, 0.4046881420809257
250,0.325,0.271,0.404, 0.346698652529191, 0.25, 0.403301347470809
251,0.343,0.255,0.402, 0.3470814471393078, 0.251, 0.4019185528606922
252,0.32,0.266,0.414, 0.3474602576856795, 0.252, 0.4005397423143205
253,0.341,0.255,0.404, 0.34783509997808315, 0.253, 0.39916490002191685
254,0.338,0.268,0.394, 0.3482059897013167, 0.254, 0.3977940102986833
255,0.355,0.223,0.422, 0.34857294241667625, 0.255, 0.39642705758332375
256,0.372,0.257,0.371, 0.34893597356340833, 0.256, 0.39506402643659166
257,0.359,0.279,0.362, 0.34929509846014045, 0.257, 0.39370490153985954
258,0.371,0.256,0.373, 0.34965033230628884, 0.258, 0.39234966769371116
259,0.382,0.257,0.361, 0.3500016901834451, 0.259, 0.39099830981655487
260,0.334,0.263,0.403, 0.3503491870567403, 0.26, 0.3896508129432597
261,0.351,0.259,0.39, 0.3506928377761892, 0.261, 0.3883071622238108
262,0.355,0.262,0.383, 0.3510326570780136, 0.262, 0.38696734292198637
263,0.346,0.277,0.377, 0.3513686595859451, 0.263, 0.3856313404140549
264,0.366,0.251,0.383, 0.35170085981250754, 0.264, 0.38429914018749245
265,0.343,0.26,0.397, 0.3520292721602822, 0.265, 0.3829707278397178
266,0.348,0.262,0.39, 0.35235391092315116, 0.266, 0.3816460890768488
267,0.32,0.273,0.407, 0.3526747902875239, 0.267, 0.3803252097124761
268,0.362,0.291,0.347, 0.3529919243335446, 0.268, 0.3790080756664554
269,0.364,0.283,0.353, 0.3533053270362816, 0.269, 0.3776946729637184
270,0.378,0.257,0.365, 0.35361501226689973, 0.27, 0.37638498773310025
271,0.352,0.271,0.377, 0.35392099379381414, 0.271, 0.37507900620618584
272,0.384,0.276,0.34, 0.35422328528382824, 0.272, 0.37377671471617174
273,0.371,0.267,0.362, 0.35452190030325403, 0.273, 0.37247809969674595
274,0.339,0.273,0.388, 0.35481685231901683, 0.274, 0.37118314768098315
275,0.344,0.296,0.36, 0.3551081546997432, 0.275, 0.36989184530025676
276,0.355,0.275,0.37, 0.3553958207168332, 0.276, 0.3686041792831668
277,0.351,0.271,0.378, 0.35567986354551734, 0.277, 0.36732013645448264
278,0.345,0.269,0.386, 0.35596029626589826, 0.278, 0.3660397037341017
279,0.366,0.277,0.357, 0.35623713186397704, 0.279, 0.36476286813602293
280,0.392,0.255,0.353, 0.35651038323266515, 0.28, 0.3634896167673348
281,0.371,0.253,0.376, 0.3567800631727818, 0.281, 0.36221993682721815
282,0.358,0.276,0.366, 0.3570461843940372, 0.282, 0.3609538156059628
283,0.364,0.288,0.348, 0.35730875951600183, 0.283, 0.35969124048399825
284,0.368,0.281,0.351, 0.35756780106906183, 0.284, 0.35843219893093814
285,0.338,0.304,0.358, 0.3578233214953613, 0.285, 0.3571766785046388
286,0.369,0.273,0.358, 0.3580753331497311, 0.286, 0.35592466685026886
287,0.349,0.278,0.373, 0.3583238483006044, 0.287, 0.3546761516993957
288,0.358,0.284,0.358, 0.35856887913092006, 0.288, 0.3534311208690799
289,0.383,0.29,0.327, 0.35881043773901355, 0.289, 0.3521895622609865
290,0.362,0.284,0.354, 0.3590485361394945, 0.29, 0.35095146386050546
291,0.354,0.294,0.352, 0.3592831862641135, 0.291, 0.3497168137358866
292,0.386,0.263,0.351, 0.35951439996261564, 0.292, 0.3484856000373843
293,0.344,0.288,0.368, 0.3597421890035836, 0.293, 0.34725781099641645
294,0.346,0.278,0.376, 0.35996656507526814, 0.294, 0.3460334349247318
295,0.361,0.279,0.36, 0.3601875397864084, 0.295, 0.3448124602135917
296,0.366,0.31,0.324, 0.3604051246670403, 0.296, 0.3435948753329597
297,0.373,0.303,0.324, 0.36061933116929384, 0.297, 0.3423806688307062
298,0.348,0.301,0.351, 0.36083017066818035, 0.298, 0.3411698293318196
299,0.36,0.306,0.334, 0.3610376544623689, 0.299, 0.33996234553763116
300,0.353,0.299,0.348, 0.361241793774952, 0.3, 0.33875820622504793
301,0.334,0.305,0.361, 0.3614425997542019, 0.301, 0.33755740024579817
302,0.387,0.293,0.32, 0.3616400834743155, 0.302, 0.3363599165256845
303,0.334,0.313,0.353, 0.361834255936151, 0.303, 0.3351657440638491
304,0.375,0.304,0.321, 0.36202512806795345, 0.304, 0.3339748719320465
305,0.359,0.311,0.33, 0.36221271072607175, 0.305, 0.3327872892739283
306,0.367,0.307,0.326, 0.36239701469566543, 0.306, 0.3316029853043345
307,0.364,0.32,0.316, 0.3625780506914028, 0.307, 0.33042194930859725
308,0.364,0.322,0.314, 0.3627558293581501, 0.308, 0.32924417064184985
309,0.356,0.334,0.31, 0.3629303612716506, 0.309, 0.32806963872834943
310,0.352,0.327,0.321, 0.3631016569391963, 0.31, 0.3268983430608036
311,0.391,0.299,0.31, 0.36326972680029046, 0.311, 0.3257302731997096
312,0.382,0.301,0.317, 0.36343458122730105, 0.312, 0.3245654187726989
313,0.364,0.288,0.348, 0.36359623052610646, 0.313, 0.3234037694738936
314,0.372,0.295,0.333, 0.3637546849367329, 0.314, 0.32224531506326703
315,0.36,0.327,0.313, 0.3639099546339836, 0.315, 0.32109004536601643
316,0.349,0.318,0.333, 0.3640620497280598, 0.316, 0.31993795027194016
317,0.376,0.306,0.318, 0.36421098026517396, 0.317, 0.3187890197348261
318,0.348,0.317,0.335, 0.3643567562281556, 0.318, 0.31764324377184433
319,0.358,0.304,0.338, 0.36449938753704914, 0.319, 0.3165006124629509
320,0.394,0.298,0.308, 0.36463888404970457, 0.32, 0.31536111595029537
321,0.338,0.317,0.345, 0.36477525556235985, 0.321, 0.3142247444376402
322,0.354,0.316,0.33, 0.36490851181021766, 0.322, 0.3130914881897823
323,0.378,0.318,0.304, 0.36503866246801336, 0.323, 0.3119613375319867
324,0.366,0.314,0.32, 0.36516571715057694, 0.324, 0.310834282849423
325,0.37,0.333,0.297, 0.3652896854133873, 0.325, 0.30971031458661274
326,0.352,0.347,0.301, 0.36541057675312083, 0.326, 0.3085894232468791
327,0.348,0.328,0.324, 0.3655284006081916, 0.327, 0.30747159939180846
328,0.382,0.316,0.302, 0.365643166359287, 0.328, 0.3063568336407129
329,0.387,0.305,0.308, 0.3657548833298945, 0.329, 0.30524511667010557
330,0.359,0.331,0.31, 0.3658635607868244, 0.33, 0.3041364392131755
331,0.375,0.323,0.302, 0.36596920794072374, 0.331, 0.3030307920592763
332,0.344,0.337,0.319, 0.366071833946587, 0.332, 0.30192816605341294
333,0.343,0.333,0.324, 0.36617144790425743, 0.333, 0.3008285520957426
334,0.342,0.396,0.262, 0.36626805885892494, 0.334, 0.299731941141075
335,0.339,0.349,0.312, 0.3663616758016164, 0.335, 0.29863832419838365
336,0.373,0.316,0.311, 0.3664523076696808, 0.336, 0.29754769233031914
337,0.374,0.335,0.291, 0.3665399633472692, 0.337, 0.29646003665273085
338,0.364,0.323,0.313, 0.3666246516658071, 0.338, 0.2953753483341928
339,0.38,0.352,0.268, 0.36670638140446327, 0.339, 0.29429361859553677
340,0.351,0.338,0.311, 0.3667851612906122, 0.34, 0.2932148387093877
341,0.356,0.324,0.32, 0.3668610000002905, 0.341, 0.29213899999970955
342,0.391,0.325,0.284, 0.3669339061586491, 0.342, 0.2910660938413508
343,0.361,0.311,0.328, 0.3670038883403995, 0.343, 0.28999611165960054
344,0.383,0.343,0.274, 0.36707095507025483, 0.344, 0.2889290449297452
345,0.398,0.316,0.286, 0.3671351148233661, 0.345, 0.28786488517663394
346,0.36,0.321,0.319, 0.36719637602575256, 0.346, 0.28680362397424747
347,0.367,0.33,0.303, 0.36725474705472877, 0.347, 0.28574525294527126
348,0.34,0.379,0.281, 0.3673102362393244, 0.348, 0.2846897637606756
349,0.349,0.352,0.299, 0.3673628518607019, 0.349, 0.28363714813929813
350,0.384,0.341,0.275, 0.36741260215256644, 0.35, 0.2825873978474336
351,0.359,0.357,0.284, 0.3674594953015737, 0.351, 0.28154050469842634
352,0.356,0.357,0.287, 0.36750353944773206, 0.352, 0.28049646055226796
353,0.386,0.35,0.264, 0.3675447426847996, 0.353, 0.27945525731520043
354,0.367,0.341,0.292, 0.36758311306067715, 0.354, 0.27841688693932287
355,0.373,0.34,0.287, 0.3676186585777977, 0.355, 0.27738134142220233
356,0.35,0.396,0.254, 0.3676513871935098, 0.356, 0.2763486128064902
