k,P_success,P_nobody,P_notbest, 理論式 P_success, 理論式 P_nobody, 理論式 P_notbest
357,0.36,0.37,0.27, 0.36768130682045796, 0.357, 0.27531869317954205
358,0.391,0.349,0.26, 0.3677084253269578, 0.358, 0.2742915746730422
359,0.374,0.345,0.281, 0.3677327505373683, 0.359, 0.2732672494626317
360,0.369,0.354,0.277, 0.3677542902324585, 0.36, 0.27224570976754153
361,0.357,0.361,0.282, 0.36777305214977096, 0.361, 0.27122694785022905
362,0.371,0.375,0.254, 0.3677890439839809, 0.362, 0.27021095601601913
363,0.38,0.338,0.282, 0.3678022733872516, 0.363, 0.26919772661274843
364,0.361,0.379,0.26, 0.36781274796958563, 0.364, 0.2681872520304144
365,0.351,0.366,0.283, 0.36782047529917244, 0.365, 0.26717952470082756
366,0.391,0.367,0.242, 0.3678254629027317, 0.366, 0.2661745370972683
367,0.376,0.361,0.263, 0.367827718265854, 0.367, 0.26517228173414603
368,0.365,0.389,0.246, 0.3678272488333359, 0.368, 0.2641727511666641
369,0.351,0.369,0.28, 0.3678240620095134, 0.369, 0.2631759379904866
370,0.379,0.368,0.253, 0.3678181651585907, 0.37, 0.2621818348414093
371,0.368,0.382,0.25, 0.3678095656049653, 0.371, 0.2611904343950347
372,0.361,0.351,0.288, 0.36779827063355014, 0.372, 0.26020172936644986
373,0.358,0.392,0.25, 0.36778428749009195, 0.373, 0.25921571250990805
374,0.385,0.35,0.265, 0.3677676233814863, 0.374, 0.2582323766185137
375,0.332,0.407,0.261, 0.3677482854760893, 0.375, 0.2572517145239107
376,0.364,0.379,0.257, 0.3677262809040255, 0.376, 0.2562737190959745
377,0.376,0.373,0.251, 0.36770161675749363, 0.377, 0.25529838324250637
378,0.364,0.367,0.269, 0.36767430009106794, 0.378, 0.25432569990893206
379,0.353,0.39,0.257, 0.3676443379219967, 0.379, 0.2533556620780033
380,0.398,0.346,0.256, 0.36761173723049795, 0.38, 0.25238826276950205
381,0.373,0.363,0.264, 0.36757650496005195, 0.381, 0.25142349503994804
382,0.4,0.35,0.25, 0.3675386480176898, 0.382, 0.2504613519823102
383,0.352,0.384,0.264, 0.36749817327428064, 0.383, 0.24950182672571936
384,0.352,0.414,0.234, 0.36745508756481404, 0.384, 0.24854491243518595
385,0.346,0.383,0.271, 0.3674093976886807, 0.385, 0.2475906023113193
386,0.372,0.38,0.248, 0.36736111040994995, 0.386, 0.24663888959005004
387,0.368,0.399,0.233, 0.36731023245764416, 0.387, 0.24568976754235583
388,0.355,0.404,0.241, 0.36725677052601013, 0.388, 0.24474322947398985
389,0.362,0.391,0.247, 0.3672007312747886, 0.389, 0.2437992687252114
390,0.361,0.399,0.24, 0.3671421213294795, 0.39, 0.2428578786705205
391,0.37,0.373,0.257, 0.36708094728160645, 0.391, 0.24191905271839353
392,0.368,0.366,0.266, 0.3670172156889762, 0.392, 0.24098278431102377
393,0.349,0.406,0.245, 0.36695093307593796, 0.393, 0.24004906692406203
394,0.363,0.387,0.25, 0.36688210593363757, 0.394, 0.2391178940663624
395,0.351,0.424,0.225, 0.36681074072027114, 0.395, 0.23818925927972884
396,0.374,0.417,0.209, 0.3667368438613351, 0.396, 0.2372631561386649
397,0.359,0.403,0.238, 0.3666604217498739, 0.397, 0.23633957825012608
398,0.368,0.399,0.233, 0.3665814807467249, 0.398, 0.23541851925327506
399,0.371,0.399,0.23, 0.36650002718076197, 0.399, 0.234499972819238
400,0.366,0.408,0.226, 0.3664160673491348, 0.4, 0.2335839326508652
401,0.384,0.384,0.232, 0.36632960751750765, 0.401, 0.23267039248249233
402,0.379,0.403,0.218, 0.3662406539202944, 0.402, 0.23175934607970555
403,0.365,0.399,0.236, 0.36614921276089224, 0.403, 0.23085078723910774
404,0.37,0.408,0.222, 0.3660552902119118, 0.404, 0.22994470978808818
405,0.348,0.415,0.237, 0.36595889241540663, 0.405, 0.22904110758459334
406,0.362,0.377,0.261, 0.365860025483099, 0.406, 0.228139974516901
407,0.362,0.401,0.237, 0.36575869549660417, 0.407, 0.2272413045033958
408,0.381,0.404,0.215, 0.36565490850765237, 0.408, 0.22634509149234772
409,0.37,0.414,0.216, 0.36554867053830836, 0.409, 0.2254513294616916
410,0.359,0.42,0.221, 0.3654399875811893, 0.41, 0.2245600124188108
411,0.388,0.389,0.223, 0.36532886559968003, 0.411, 0.22367113440031994
412,0.384,0.4,0.216, 0.3652153105281464, 0.412, 0.2227846894718537
413,0.333,0.425,0.242, 0.3650993282721468, 0.413, 0.22190067172785316
414,0.363,0.411,0.226, 0.3649809247086411, 0.414, 0.221019075291359
415,0.363,0.416,0.221, 0.36486010568619814, 0.415, 0.22013989431380182
416,0.381,0.39,0.229, 0.364736877025201, 0.416, 0.21926312297479905
417,0.361,0.415,0.224, 0.36461124451805, 0.417, 0.21838875548194997
418,0.372,0.418,0.21, 0.3644832139293643, 0.418, 0.2175167860706358
419,0.35,0.401,0.249, 0.3643527909961809, 0.419, 0.21664720900381906
420,0.341,0.431,0.228, 0.3642199814281527, 0.42, 0.21578001857184737
421,0.371,0.433,0.196, 0.3640847909077436, 0.421, 0.21491520909225637
422,0.366,0.443,0.191, 0.3639472250904223, 0.422, 0.21405277490957775
423,0.36,0.44,0.2, 0.3638072896048546, 0.423, 0.21319271039514537
424,0.372,0.438,0.19, 0.36366499005309305, 0.424, 0.21233500994690702
425,0.373,0.406,0.221, 0.36352033201076545, 0.425, 0.2114796679892345
426,0.387,0.421,0.192, 0.36337332102726133, 0.426, 0.21062667897273873
427,0.399,0.422,0.179, 0.36322396262591683, 0.427, 0.20977603737408312
428,0.371,0.415,0.214, 0.3630722623041977, 0.428, 0.20892773769580236
429,0.352,0.438,0.21, 0.3629182255338804, 0.429, 0.20808177446611953
430,0.354,0.47,0.176, 0.3627618577612321, 0.43, 0.20723814223876796
431,0.359,0.435,0.206, 0.3626031644071885, 0.431, 0.20639683559281147
432,0.371,0.41,0.219, 0.36244215086753, 0.432, 0.20555784913247005
433,0.369,0.437,0.194, 0.3622788225130567, 0.433, 0.20472117748694324
434,0.357,0.438,0.205, 0.3621131846897612, 0.434, 0.20388681531023883
435,0.357,0.426,0.217, 0.3619452427190003, 0.435, 0.20305475728099964
436,0.395,0.398,0.207, 0.3617750018976647, 0.436, 0.20222499810233535
437,0.388,0.428,0.184, 0.36160246749834746, 0.437, 0.2013975325016525
438,0.364,0.437,0.199, 0.3614276447695107, 0.438, 0.20057235523048933
439,0.366,0.428,0.206, 0.3612505389356511, 0.439, 0.19974946106434882
440,0.359,0.449,0.192, 0.3610711551974635, 0.44, 0.19892884480253653
441,0.37,0.435,0.195, 0.3608894987320032, 0.441, 0.19811050126799673
442,0.359,0.444,0.197, 0.36070557469284675, 0.442, 0.1972944253071533
443,0.357,0.438,0.205, 0.3605193882102514, 0.443, 0.19648061178974852
444,0.37,0.463,0.167, 0.3603309443913129, 0.444, 0.19566905560868714
445,0.377,0.425,0.198, 0.36014024832012215, 0.445, 0.1948597516798778
446,0.377,0.433,0.19, 0.3599473050579202, 0.446, 0.19405269494207983
447,0.353,0.439,0.208, 0.3597521196432519, 0.447, 0.19324788035674806
448,0.372,0.449,0.179, 0.35955469709211824, 0.448, 0.1924453029078818
449,0.37,0.443,0.187, 0.35935504239812743, 0.449, 0.1916449576018725
450,0.352,0.448,0.2, 0.3591531605326444, 0.45, 0.19084683946735564
451,0.383,0.423,0.194, 0.3589490564449392, 0.451, 0.19005094355506075
452,0.347,0.449,0.204, 0.35874273506233373, 0.452, 0.18925726493766631
453,0.363,0.457,0.18, 0.35853420129034774, 0.453, 0.1884657987096522
454,0.367,0.43,0.203, 0.358323460012843, 0.454, 0.18767653998715705
455,0.357,0.468,0.175, 0.35811051609216643, 0.455, 0.1868894839078335
456,0.361,0.451,0.188, 0.35789537436929214, 0.456, 0.1861046256307079
457,0.35,0.484,0.166, 0.35767803966396167, 0.457, 0.18532196033603826
458,0.369,0.448,0.183, 0.35745851677482365, 0.458, 0.18454148322517638
459,0.365,0.469,0.166, 0.3572368104795722, 0.459, 0.18376318952042775
460,0.375,0.456,0.169, 0.35701292553508324, 0.46, 0.1829870744649168
461,0.356,0.459,0.185, 0.35678686667755083, 0.461, 0.1822131333224491
462,0.357,0.458,0.185, 0.3565586386226215, 0.462, 0.18144136137737854
463,0.357,0.457,0.186, 0.3563282460655276, 0.463, 0.18067175393447232
464,0.38,0.423,0.197, 0.35609569368121985, 0.464, 0.17990430631878018
465,0.363,0.476,0.161, 0.35586098612449835, 0.465, 0.17913901387550157
466,0.381,0.457,0.162, 0.35562412803014243, 0.466, 0.1783758719698576
467,0.37,0.461,0.169, 0.35538512401303973, 0.467, 0.17761487598696019
468,0.342,0.486,0.172, 0.35514397866831393, 0.468, 0.1768560213316861
469,0.367,0.458,0.175, 0.3549006965714513, 0.469, 0.17609930342854874
470,0.349,0.471,0.18, 0.3546552822784267, 0.47, 0.17534471772157334
471,0.353,0.479,0.168, 0.35440774032582756, 0.471, 0.17459225967417247
472,0.336,0.478,0.186, 0.35415807523097786, 0.472, 0.17384192476902216
473,0.352,0.461,0.187, 0.35390629149206054, 0.473, 0.17309370850793948
474,0.366,0.474,0.16, 0.3536523935882383, 0.474, 0.17234760641176172
475,0.347,0.491,0.162, 0.35339638597977463, 0.475, 0.1716036140202254
476,0.343,0.483,0.174, 0.35313827310815304, 0.476, 0.17086172689184698
477,0.329,0.508,0.163, 0.3528780593961954, 0.477, 0.17012194060380464
478,0.363,0.485,0.152, 0.352615749248179, 0.478, 0.169384250751821
479,0.364,0.456,0.18, 0.3523513470499534, 0.479, 0.1686486529500466
480,0.347,0.461,0.192, 0.3520848571690555, 0.48, 0.1679151428309445
481,0.357,0.493,0.15, 0.3518162839548244, 0.481, 0.16718371604517562
482,0.357,0.468,0.175, 0.3515456317385142, 0.482, 0.1664543682614858
483,0.382,0.47,0.148, 0.3512729048334074, 0.483, 0.16572709516659262
484,0.331,0.509,0.16, 0.35099810753492583, 0.484, 0.16500189246507418
485,0.347,0.492,0.161, 0.3507212441207418, 0.485, 0.16427875587925822
486,0.369,0.471,0.16, 0.35044231885088767, 0.486, 0.16355768114911234
487,0.351,0.482,0.167, 0.3501613359678648, 0.487, 0.1628386640321352
488,0.333,0.518,0.149, 0.34987829969675155, 0.488, 0.16212170030324846
489,0.357,0.473,0.17, 0.3495932142453104, 0.489, 0.16140678575468959
490,0.361,0.481,0.158, 0.3493060838040943, 0.49, 0.16069391619590573
491,0.351,0.474,0.175, 0.34901691254655165, 0.491, 0.15998308745344836
492,0.359,0.488,0.153, 0.34872570462913116, 0.492, 0.15927429537086885
493,0.357,0.478,0.165, 0.34843246419138546, 0.493, 0.15856753580861455
494,0.334,0.487,0.179, 0.3481371953560739, 0.494, 0.1578628046439261
495,0.338,0.495,0.167, 0.34783990222926436, 0.495, 0.15716009777073564
496,0.367,0.475,0.158, 0.34754058890043454, 0.496, 0.15645941109956546
497,0.322,0.491,0.187, 0.3472392594425725, 0.497, 0.1557607405574275
498,0.339,0.506,0.155, 0.3469359179122759, 0.498, 0.1550640820877241
499,0.358,0.512,0.13, 0.3466305683498507, 0.499, 0.15436943165014932
500,0.353,0.501,0.146, 0.34632321477940947, 0.5, 0.15367678522059053
501,0.347,0.506,0.147, 0.3460138612089682, 0.501, 0.1529861387910318
502,0.36,0.504,0.136, 0.3457025116305431, 0.502, 0.1522974883694569
503,0.353,0.507,0.14, 0.3453891700202454, 0.503, 0.1516108299797546
504,0.353,0.504,0.143, 0.345073840338377, 0.504, 0.15092615966162298
505,0.354,0.5,0.146, 0.3447565265295246, 0.505, 0.1502434734704754
506,0.348,0.511,0.141, 0.3444372325226523, 0.506, 0.1495627674773477
507,0.327,0.502,0.171, 0.3441159622311951, 0.507, 0.14888403776880488
508,0.359,0.515,0.126, 0.34379271955315005, 0.508, 0.14820728044684994
509,0.33,0.511,0.159, 0.3434675083711681, 0.509, 0.14753249162883192
510,0.351,0.52,0.129, 0.3431403325526439, 0.51, 0.14685966744735607
511,0.33,0.517,0.153, 0.3428111959498059, 0.511, 0.14618880405019408
512,0.379,0.509,0.112, 0.34248010239980553, 0.512, 0.14551989760019446
513,0.372,0.47,0.158, 0.34214705572480514, 0.513, 0.14485294427519485
514,0.361,0.491,0.148, 0.341812059732066, 0.514, 0.14418794026793397
515,0.362,0.508,0.13, 0.34147511821403503, 0.515, 0.14352488178596495
516,0.338,0.53,0.132, 0.34113623494843126, 0.516, 0.14286376505156873
517,0.333,0.544,0.123, 0.34079541369833133, 0.517, 0.14220458630166866
518,0.331,0.506,0.163, 0.34045265821225457, 0.518, 0.14154734178774542
519,0.339,0.524,0.137, 0.3401079722242474, 0.519, 0.1408920277757526
520,0.347,0.516,0.137, 0.3397613594539665, 0.52, 0.14023864054603347
521,0.36,0.508,0.132, 0.3394128236067626, 0.521, 0.13958717639323737
522,0.348,0.504,0.148, 0.3390623683737622, 0.522, 0.1389376316262378
523,0.35,0.51,0.14, 0.33870999743194946, 0.523, 0.13829000256805052
524,0.334,0.538,0.128, 0.33835571444424767, 0.524, 0.1376442855557523
525,0.33,0.543,0.127, 0.33799952305959924, 0.525, 0.13700047694040074
526,0.348,0.498,0.154, 0.33764142691304616, 0.526, 0.13635857308695382
527,0.341,0.525,0.134, 0.3372814296258085, 0.527, 0.1357185703741915
528,0.339,0.517,0.144, 0.3369195348053642, 0.528, 0.1350804651946358
529,0.327,0.545,0.128, 0.3365557460455259, 0.529, 0.13444425395447407
530,0.359,0.527,0.114, 0.3361900669265193, 0.53, 0.13380993307348066
531,0.35,0.516,0.134, 0.33582250101505995, 0.531, 0.13317749898494002
532,0.332,0.549,0.119, 0.33545305186442914, 0.532, 0.13254694813557083
533,0.334,0.522,0.144, 0.33508172301455025, 0.533, 0.13191827698544972
534,0.33,0.527,0.143, 0.3347085179920634, 0.534, 0.13129148200793656
535,0.323,0.544,0.133, 0.33433344031040063, 0.535, 0.13066655968959934
536,0.363,0.519,0.118, 0.33395649346985934, 0.536, 0.13004350653014063
537,0.349,0.525,0.126, 0.3335776809576763, 0.537, 0.12942231904232365
538,0.345,0.511,0.144, 0.3331970062481003, 0.538, 0.12880299375189969
539,0.342,0.534,0.124, 0.33281447280246484, 0.539, 0.12818552719753512
540,0.327,0.539,0.134, 0.3324300840692597, 0.54, 0.12756991593074024
541,0.329,0.549,0.122, 0.3320438434842028, 0.541, 0.12695615651579717
542,0.341,0.535,0.124, 0.33165575447031037, 0.542, 0.1263442455296896
543,0.323,0.559,0.118, 0.3312658204379677, 0.543, 0.12573417956203226
544,0.361,0.528,0.111, 0.330874044784999, 0.544, 0.12512595521500097
545,0.344,0.545,0.111, 0.3304804308967362, 0.545, 0.12451956910326378
546,0.312,0.546,0.142, 0.33008498214608795, 0.546, 0.12391501785391201
547,0.338,0.549,0.113, 0.32968770189360824, 0.547, 0.12331229810639172
548,0.321,0.56,0.119, 0.3292885934875636, 0.548, 0.12271140651243634
549,0.358,0.518,0.124, 0.32888766026400085, 0.549, 0.12211233973599911
550,0.318,0.558,0.124, 0.32848490554681326, 0.55, 0.1215150944531867
551,0.339,0.538,0.123, 0.32808033264780745, 0.551, 0.1209196673521925
552,0.318,0.558,0.124, 0.327673944866769, 0.552, 0.12032605513323097
553,0.341,0.552,0.107, 0.3272657454915276, 0.553, 0.11973425450847236
554,0.32,0.575,0.105, 0.3268557377980222, 0.554, 0.11914426220197777
555,0.324,0.552,0.124, 0.32644392505036524, 0.555, 0.11855607494963472
556,0.325,0.568,0.107, 0.3260303105009065, 0.556, 0.11796968949909348
557,0.339,0.531,0.13, 0.3256148973902966, 0.557, 0.11738510260970336
558,0.329,0.569,0.102, 0.32519768894755025, 0.558, 0.1168023110524497
559,0.36,0.532,0.108, 0.3247786883901085, 0.559, 0.11622131160989146
560,0.333,0.54,0.127, 0.3243578989239013, 0.56, 0.11564210107609862
561,0.328,0.56,0.112, 0.3239353237434082, 0.561, 0.11506467625659172
562,0.333,0.56,0.107, 0.3235109660317209, 0.562, 0.11448903396827903
563,0.333,0.54,0.127, 0.32308482896060287, 0.563, 0.11391517103939719
564,0.312,0.573,0.115, 0.3226569156905507, 0.564, 0.11334308430944934
565,0.3,0.582,0.118, 0.32222722937085313, 0.565, 0.11277277062914692
566,0.313,0.585,0.102, 0.3217957731396511, 0.566, 0.11220422686034898
567,0.302,0.576,0.122, 0.3213625501239968, 0.567, 0.11163744987600327
568,0.315,0.561,0.124, 0.32092756343991213, 0.568, 0.11107243656008792
569,0.317,0.58,0.103, 0.3204908161924472, 0.569, 0.11050918380755287
570,0.294,0.591,0.115, 0.320052311475738, 0.57, 0.10994768852426207
571,0.316,0.573,0.111, 0.3196120523730638, 0.571, 0.10938794762693627
572,0.322,0.567,0.111, 0.3191700419569046, 0.572, 0.10882995804309542
573,0.334,0.58,0.086, 0.3187262832889971, 0.573, 0.10827371671100294
574,0.337,0.552,0.111, 0.31828077942039146, 0.574, 0.10771922057960859
575,0.31,0.589,0.101, 0.3178335333915071, 0.575, 0.10716646660849294
576,0.317,0.569,0.114, 0.31738454823218804, 0.576, 0.10661545176781201
577,0.346,0.57,0.084, 0.31693382696175776, 0.577, 0.10606617303824228
578,0.322,0.575,0.103, 0.3164813725890745, 0.578, 0.10551862741092555
579,0.329,0.554,0.117, 0.31602718811258496, 0.579, 0.10497281188741509
580,0.316,0.582,0.102, 0.3155712765203788, 0.58, 0.10442872347962123
581,0.355,0.555,0.09, 0.3151136407902415, 0.581, 0.10388635920975853
582,0.339,0.55,0.111, 0.31465428388970845, 0.582, 0.10334571611029159
583,0.333,0.584,0.083, 0.31419320877611684, 0.583, 0.1028067912238832
584,0.346,0.551,0.103, 0.31373041839665905, 0.584, 0.10226958160334099
585,0.311,0.594,0.095, 0.3132659156884342, 0.585, 0.10173408431156583
586,0.318,0.578,0.104, 0.3127997035784999, 0.586, 0.10120029642150014
587,0.318,0.588,0.094, 0.31233178498392394, 0.587, 0.10066821501607609
588,0.32,0.588,0.092, 0.3118621628118352, 0.588, 0.10013783718816482
589,0.31,0.603,0.087, 0.31139083995947436, 0.589, 0.09960916004052567
590,0.309,0.603,0.088, 0.3109178193142442, 0.59, 0.0990821806857558
591,0.313,0.6,0.087, 0.31044310375376, 0.591, 0.09855689624624003
592,0.313,0.589,0.098, 0.3099666961458983, 0.592, 0.09803330385410175
593,0.309,0.585,0.106, 0.3094885993488474, 0.593, 0.0975114006511526
594,0.301,0.608,0.091, 0.3090088162111558, 0.594, 0.09699118378884425
595,0.311,0.591,0.098, 0.3085273495717805, 0.595, 0.09647265042821951
596,0.322,0.585,0.093, 0.30804420226013646, 0.596, 0.09595579773986357
597,0.3,0.592,0.108, 0.3075593770961434, 0.597, 0.09544062290385663
598,0.303,0.599,0.098, 0.3070728768902743, 0.598, 0.09492712310972573
599,0.323,0.573,0.104, 0.3065847044436026, 0.599, 0.09441529555639744
600,0.322,0.586,0.092, 0.306094862547849, 0.6, 0.09390513745215101
601,0.296,0.612,0.092, 0.3056033539854288, 0.601, 0.0933966460145712
602,0.316,0.608,0.076, 0.3051101815294978, 0.602, 0.0928898184705022
603,0.309,0.601,0.09, 0.3046153479439986, 0.603, 0.09238465205600144
604,0.288,0.617,0.095, 0.30411885598370675, 0.604, 0.09188114401629327
605,0.31,0.6,0.09, 0.3036207083942758, 0.605, 0.09137929160572422
606,0.318,0.604,0.078, 0.3031209079122829, 0.606, 0.0908790920877171
607,0.324,0.592,0.084, 0.30261945726527345, 0.607, 0.09038054273472657
608,0.269,0.633,0.098, 0.302116359171806, 0.608, 0.089883640828194
609,0.319,0.585,0.096, 0.30161161634149647, 0.609, 0.08938838365850355
610,0.305,0.587,0.108, 0.30110523147506213, 0.61, 0.08889476852493788
611,0.282,0.609,0.109, 0.30059720726436556, 0.611, 0.08840279273563445
612,0.299,0.615,0.086, 0.3000875463924578, 0.612, 0.08791245360754218
613,0.302,0.629,0.069, 0.29957625153362194, 0.613, 0.08742374846637807
614,0.291,0.615,0.094, 0.2990633253534158, 0.614, 0.08693667464658422
615,0.28,0.648,0.072, 0.2985487705087146, 0.615, 0.08645122949128542
616,0.297,0.615,0.088, 0.2980325896477531, 0.616, 0.08596741035224692
617,0.311,0.6,0.089, 0.29751478541016835, 0.617, 0.08548521458983166
618,0.311,0.616,0.073, 0.29699536042704056, 0.618, 0.08500463957295945
619,0.318,0.623,0.059, 0.29647431732093543, 0.619, 0.08452568267906457
620,0.311,0.616,0.073, 0.29595165870594503, 0.62, 0.08404834129405497
621,0.304,0.623,0.073, 0.2954273871877288, 0.621, 0.08357261281227119
622,0.268,0.663,0.069, 0.2949015053635545, 0.622, 0.08309849463644553
623,0.3,0.612,0.088, 0.29437401582233835, 0.623, 0.08262598417766165
624,0.298,0.619,0.083, 0.29384492114468563, 0.624, 0.08215507885531437
625,0.29,0.627,0.083, 0.2933142239029304, 0.625, 0.08168577609706962
626,0.285,0.632,0.083, 0.29278192666117503, 0.626, 0.08121807333882497
627,0.303,0.618,0.079, 0.2922480319753303, 0.627, 0.08075196802466972
628,0.308,0.618,0.074, 0.29171254239315375, 0.628, 0.08028745760684625
629,0.283,0.644,0.073, 0.2911754604542893, 0.629, 0.07982453954571067
630,0.319,0.615,0.066, 0.2906367886903057, 0.63, 0.07936321130969431
631,0.295,0.616,0.089, 0.2900965296247348, 0.631, 0.07890347037526518
632,0.29,0.626,0.084, 0.28955468577310994, 0.632, 0.07844531422689005
633,0.297,0.627,0.076, 0.28901125964300406, 0.633, 0.07798874035699593
634,0.291,0.638,0.071, 0.28846625373406726, 0.634, 0.07753374626593273
635,0.277,0.652,0.071, 0.2879196705380643, 0.635, 0.07708032946193571
636,0.3,0.634,0.066, 0.2873715125389116, 0.636, 0.07662848746108841
637,0.285,0.64,0.075, 0.2868217822127149, 0.637, 0.07617821778728506
638,0.283,0.641,0.076, 0.28627048202780553, 0.638, 0.07572951797219446
639,0.273,0.646,0.081, 0.28571761444477706, 0.639, 0.07528238555522293
640,0.289,0.631,0.08, 0.2851631819165216, 0.64, 0.07483681808347836
641,0.282,0.634,0.084, 0.28460718688826625, 0.641, 0.07439281311173374
642,0.279,0.653,0.068, 0.28404963179760834, 0.642, 0.07395036820239165
643,0.298,0.633,0.069, 0.2834905190745516, 0.643, 0.0735094809254484
644,0.278,0.667,0.055, 0.28292985114154157, 0.644, 0.07307014885845842
645,0.289,0.632,0.079, 0.28236763041350044, 0.645, 0.07263236958649955
646,0.285,0.63,0.085, 0.2818038592978625, 0.646, 0.07219614070213748
647,0.261,0.665,0.074, 0.2812385401946084, 0.647, 0.07176145980539156
648,0.281,0.647,0.072, 0.28067167549630023, 0.648, 0.07132832450369975
649,0.284,0.636,0.08, 0.28010326758811555, 0.649, 0.07089673241188443
650,0.275,0.646,0.079, 0.2795333188478815, 0.65, 0.07046668115211846
651,0.293,0.646,0.061, 0.278961831646109, 0.651, 0.07003816835389098
652,0.288,0.647,0.065, 0.2783888083460263, 0.652, 0.06961119165397367
653,0.279,0.667,0.054, 0.2778142513036122, 0.653, 0.06918574869638777
654,0.269,0.67,0.061, 0.27723816286763, 0.654, 0.06876183713237
655,0.265,0.672,0.063, 0.27666054537965995, 0.655, 0.06833945462034002
656,0.252,0.664,0.084, 0.27608140117413277, 0.656, 0.0679185988258672
657,0.251,0.679,0.07, 0.2755007325783616, 0.657, 0.06749926742163836
658,0.283,0.651,0.066, 0.27491854191257525, 0.658, 0.06708145808742472
659,0.286,0.657,0.057, 0.27433483148994997, 0.659, 0.06666516851005
660,0.312,0.645,0.043, 0.27374960361664186, 0.66, 0.06625039638335811
661,0.277,0.665,0.058, 0.2731628605918186, 0.661, 0.06583713940818137
662,0.274,0.643,0.083, 0.27257460470769124, 0.662, 0.06542539529230873
663,0.283,0.656,0.061, 0.27198483824954583, 0.663, 0.06501516175045413
664,0.25,0.695,0.055, 0.27139356349577437, 0.664, 0.0646064365042256
665,0.242,0.689,0.069, 0.2708007827179065, 0.665, 0.06419921728209349
666,0.29,0.641,0.069, 0.2702064981806402, 0.666, 0.06379350181935978
667,0.278,0.654,0.068, 0.26961071214187243, 0.667, 0.06338928785812753
668,0.264,0.676,0.06, 0.2690134268527298, 0.668, 0.06298657314727019
669,0.281,0.651,0.068, 0.2684146445575991, 0.669, 0.06258535544240085
670,0.274,0.659,0.067, 0.26781436749415755, 0.67, 0.062185632505842414
671,0.278,0.661,0.061, 0.26721259789340257, 0.671, 0.06178740210659739
672,0.276,0.663,0.061, 0.2666093379796819, 0.672, 0.061390662020318065
673,0.288,0.659,0.053, 0.26600458997072307, 0.673, 0.060995410029276886
674,0.255,0.684,0.061, 0.2653983560776632, 0.674, 0.060601643922336745
675,0.267,0.664,0.069, 0.26479063850507817, 0.675, 0.06020936149492179
676,0.279,0.659,0.062, 0.26418143945101163, 0.676, 0.05981856054898832
677,0.266,0.676,0.058, 0.2635707611070042, 0.677, 0.05942923889299573
678,0.275,0.666,0.059, 0.26295860565812235, 0.678, 0.05904139434187761
679,0.259,0.704,0.037, 0.26234497528298684, 0.679, 0.058655024717013116
680,0.27,0.671,0.059, 0.2617298721538013, 0.68, 0.05827012784619867
681,0.26,0.68,0.06, 0.26111329843638037, 0.681, 0.05788670156361958
682,0.27,0.669,0.061, 0.2604952562901783, 0.682, 0.05750474370982167
683,0.264,0.681,0.055, 0.2598757478683164, 0.683, 0.05712425213168354
684,0.261,0.679,0.06, 0.2592547753176111, 0.684, 0.05674522468238885
685,0.27,0.671,0.059, 0.2586323407786018, 0.685, 0.056367659221398136
686,0.275,0.658,0.067, 0.25800844638557785, 0.686, 0.055991553614422096
687,0.242,0.694,0.064, 0.2573830942666064, 0.687, 0.05561690573339356
688,0.254,0.686,0.06, 0.25675628654355914, 0.688, 0.05524371345644091
689,0.263,0.695,0.042, 0.2561280253321399, 0.689, 0.054871974667860146
690,0.243,0.701,0.056, 0.2554983127419108, 0.69, 0.05450168725808924
691,0.241,0.709,0.05, 0.25486715087631934, 0.691, 0.054132849123680715
692,0.268,0.678,0.054, 0.2542345418327251, 0.692, 0.05376545816727496
693,0.235,0.703,0.062, 0.25360048770242555, 0.693, 0.0533995122975745
694,0.257,0.681,0.062, 0.252964990570683, 0.694, 0.05303500942931705
695,0.244,0.699,0.057, 0.2523280525167503, 0.695, 0.05267194748324977
696,0.254,0.693,0.053, 0.25168967561389666, 0.696, 0.05231032438610339
697,0.26,0.691,0.049, 0.25104986192943385, 0.697, 0.0519501380705662
698,0.266,0.673,0.061, 0.2504086135247415, 0.698, 0.05159138647525857
699,0.226,0.719,0.055, 0.24976593245529266, 0.699, 0.051234067544707385
700,0.243,0.709,0.048, 0.24912182077067938, 0.7, 0.05087817922932067
701,0.245,0.711,0.044, 0.2484762805146375, 0.701, 0.05052371948536255
702,0.257,0.698,0.045, 0.24782931372507205, 0.702, 0.05017068627492799
703,0.263,0.693,0.044, 0.2471809224340821, 0.703, 0.04981907756591794
704,0.229,0.734,0.037, 0.24653110866798544, 0.704, 0.0494688913320146
705,0.24,0.718,0.042, 0.24587987444734344, 0.705, 0.0491201255526566
706,0.249,0.71,0.041, 0.24522722178698506, 0.706, 0.04877277821301498
707,0.248,0.696,0.056, 0.2445731526960318, 0.707, 0.048426847303968235
708,0.248,0.689,0.063, 0.2439176691779215, 0.708, 0.04808233082207855
709,0.246,0.703,0.051, 0.2432607732304327, 0.709, 0.04773922676956735
710,0.223,0.73,0.047, 0.24260246684570835, 0.71, 0.04739753315429168
711,0.226,0.724,0.05, 0.24194275201027976, 0.711, 0.047057247989720274
712,0.243,0.702,0.055, 0.24128163070509032, 0.712, 0.04671836929490972
713,0.262,0.705,0.033, 0.2406191049055188, 0.713, 0.046380895094481234
714,0.227,0.72,0.053, 0.23995517658140308, 0.714, 0.04604482341859695
